op_setting_1,op_setting_2,op_setting_3,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,RUL,RUL
0.0001,-0.0004,100.0,518.67,642.72,1588.5,1419.45,14.62,21.61,552.27,2388.13,9064.6,1.3,47.81,521.06,2388.11,8147.14,8.4907,0.03,394,2388,100.0,38.69,23.2985,106,106
-0.0016,0.0003,100.0,518.67,643.34,1594.93,1414.3,14.62,21.61,553.28,2388.11,9064.7,1.3,47.79,522.04,2388.13,8144.5,8.4395,0.03,393,2388,100.0,38.69,23.1922,105,105
-0.0007,0.0003,100.0,518.67,642.64,1596.4,1413.84,14.62,21.61,553.05,2388.17,9072.55,1.3,47.61,520.69,2388.09,8142.49,8.4427,0.03,394,2388,100.0,38.87,23.1997,104,104
-0.0007,0.0001,100.0,518.67,642.58,1589.93,1417.0,14.62,21.61,552.9,2388.09,9064.83,1.3,47.64,521.17,2388.12,8145.73,8.446,0.03,395,2388,100.0,38.68,23.1511,103,103
-0.0031,-0.0005,100.0,518.67,642.79,1593.86,1414.82,14.62,21.61,552.46,2388.08,9062.31,1.3,47.58,520.63,2388.16,8148.73,8.4557,0.03,394,2388,100.0,38.7,23.2635,102,102
-0.0021,-0.0003,100.0,518.67,642.63,1590.38,1416.95,14.62,21.61,552.75,2388.1,9076.64,1.3,47.66,521.25,2388.11,8145.91,8.4507,0.03,395,2388,100.0,38.68,23.2352,101,101
0.0004,-0.0001,100.0,518.67,642.82,1602.2,1410.78,14.62,21.61,552.78,2388.09,9071.75,1.3,47.61,520.96,2388.1,8139.61,8.451,0.03,394,2388,100.0,38.69,23.2046,100,100
-0.0012,-0.0003,100.0,518.67,642.61,1598.06,1412.63,14.62,21.61,553.05,2388.12,9071.97,1.3,47.79,521.15,2388.16,8151.01,8.4628,0.03,394,2388,100.0,38.74,23.2477,99,99
0.0045,-0.0001,100.0,518.67,643.0,1591.71,1414.36,14.62,21.61,552.73,2388.12,9067.66,1.3,47.69,520.98,2388.07,8148.45,8.4627,0.03,393,2388,100.0,38.69,23.1684,98,98
-0.0005,0.0003,100.0,518.67,642.83,1592.44,1408.41,14.62,21.61,552.85,2388.13,9075.39,1.3,47.82,520.6,2388.11,8143.95,8.4692,0.03,395,2388,100.0,38.67,23.197,97,97
-0.0001,0.0002,100.0,518.67,642.94,1590.75,1414.6,14.62,21.61,553.18,2388.12,9066.63,1.3,47.61,521.0,2388.12,8147.65,8.4623,0.03,394,2388,100.0,38.79,23.241,96,96
-0.0032,0.0,100.0,518.67,642.96,1591.41,1414.26,14.62,21.61,552.84,2388.13,9074.38,1.3,47.78,520.78,2388.12,8148.69,8.4561,0.03,396,2388,100.0,38.67,23.3686,95,95
-0.0007,0.0001,100.0,518.67,642.49,1585.32,1412.61,14.62,21.61,553.35,2388.11,9064.89,1.3,47.59,520.82,2388.12,8150.42,8.4371,0.03,394,2388,100.0,38.7,23.2691,94,94
-0.0019,0.0005,100.0,518.67,643.13,1589.24,1417.81,14.62,21.61,553.1,2388.15,9070.89,1.3,47.72,520.97,2388.15,8143.34,8.5055,0.03,394,2388,100.0,38.58,23.2944,93,93
-0.001,0.0002,100.0,518.67,642.89,1593.07,1419.61,14.62,21.61,552.8,2388.16,9074.23,1.3,47.69,520.82,2388.16,8151.84,8.4512,0.03,394,2388,100.0,38.79,23.2165,92,92
0.0018,0.0003,100.0,518.67,643.14,1586.26,1415.06,14.62,21.61,552.42,2388.12,9072.1,1.3,47.63,520.68,2388.1,8146.76,8.4309,0.03,393,2388,100.0,38.63,23.2557,91,91
-0.0019,-0.0,100.0,518.67,642.44,1603.28,1412.83,14.62,21.61,553.05,2388.14,9079.24,1.3,47.66,520.57,2388.14,8146.98,8.4518,0.03,393,2388,100.0,38.8,23.2595,90,90
0.0023,0.0,100.0,518.67,643.26,1593.33,1411.88,14.62,21.61,553.1,2388.1,9076.21,1.3,47.74,520.93,2388.1,8149.14,8.4764,0.03,392,2388,100.0,38.79,23.215,89,89
0.0,0.0003,100.0,518.67,643.07,1590.25,1417.3,14.62,21.61,552.98,2388.06,9068.83,1.3,47.71,520.72,2388.11,8149.6,8.4888,0.03,394,2388,100.0,38.82,23.2431,88,88
-0.0019,0.0001,100.0,518.67,642.73,1589.98,1413.73,14.62,21.61,553.12,2388.12,9073.97,1.3,47.69,521.46,2388.17,8151.28,8.4446,0.03,394,2388,100.0,38.74,23.1801,87,87
-0.002,0.0005,100.0,518.67,643.22,1587.95,1417.44,14.62,21.61,552.23,2388.1,9071.57,1.3,47.58,520.56,2388.14,8148.84,8.4653,0.03,394,2388,100.0,38.66,23.224,86,86
0.002,0.0002,100.0,518.67,643.24,1592.88,1415.28,14.62,21.61,553.11,2388.1,9082.21,1.3,47.79,520.81,2388.14,8147.76,8.4335,0.03,394,2388,100.0,38.64,23.1986,85,85
0.0005,-0.0001,100.0,518.67,642.74,1593.95,1411.49,14.62,21.61,553.03,2388.11,9076.78,1.3,48.0,521.29,2388.12,8151.66,8.4549,0.03,393,2388,100.0,38.62,23.295,84,84
0.0002,-0.0001,100.0,518.67,642.91,1601.2,1419.53,14.62,21.61,552.71,2388.14,9078.69,1.3,47.9,520.9,2388.15,8147.45,8.4614,0.03,394,2388,100.0,38.56,23.2483,83,83
-0.0023,0.0005,100.0,518.67,642.95,1591.95,1411.33,14.62,21.61,553.02,2388.07,9065.08,1.3,47.48,520.8,2388.15,8151.49,8.4797,0.03,395,2388,100.0,38.66,23.2396,82,82
0.0037,-0.0002,100.0,518.67,642.95,1596.1,1416.24,14.62,21.61,552.53,2388.12,9078.36,1.3,47.75,521.01,2388.17,8154.14,8.4561,0.03,395,2388,100.0,38.76,23.251,81,81
-0.0002,-0.0005,100.0,518.67,643.13,1597.06,1420.03,14.62,21.61,553.34,2388.08,9075.7,1.3,47.73,520.78,2388.09,8153.42,8.4742,0.03,395,2388,100.0,38.72,23.2159,80,80
-0.0016,-0.0001,100.0,518.67,642.75,1591.89,1410.93,14.62,21.61,553.06,2388.11,9079.0,1.3,47.74,521.17,2388.08,8150.94,8.5016,0.03,392,2388,100.0,38.81,23.1866,79,79
0.0017,0.0001,100.0,518.67,642.68,1594.42,1412.75,14.62,21.61,552.97,2388.12,9080.03,1.3,47.78,521.13,2388.11,8152.98,8.4539,0.03,393,2388,100.0,38.48,23.2489,78,78
0.0007,0.0003,100.0,518.67,642.43,1593.62,1417.22,14.62,21.61,552.95,2388.16,9080.82,1.3,48.0,521.09,2388.09,8153.86,8.4411,0.03,394,2388,100.0,38.62,23.0884,77,77
0.0047,-0.0003,100.0,518.67,643.0,1592.82,1416.02,14.62,21.61,552.57,2388.13,9074.41,1.3,47.81,521.28,2388.1,8160.42,8.4731,0.03,393,2388,100.0,38.84,23.1636,76,76
-0.0041,-0.0004,100.0,518.67,643.13,1592.04,1415.89,14.62,21.61,553.14,2388.1,9087.53,1.3,47.76,521.19,2388.12,8152.14,8.476,0.03,393,2388,100.0,38.78,23.2743,75,75
0.0011,0.0003,100.0,518.67,643.12,1589.61,1410.95,14.62,21.61,552.45,2388.11,9081.99,1.3,47.68,520.93,2388.11,8150.91,8.4511,0.03,394,2388,100.0,38.79,23.2072,74,74
0.0014,-0.0001,100.0,518.67,642.58,1594.01,1412.3,14.62,21.61,553.0,2388.14,9080.92,1.3,47.82,520.71,2388.11,8155.57,8.4634,0.03,393,2388,100.0,38.62,23.2829,73,73
0.0043,0.0005,100.0,518.67,642.94,1593.56,1414.03,14.62,21.61,552.65,2388.1,9081.13,1.3,47.74,521.26,2388.11,8160.14,8.4958,0.03,395,2388,100.0,38.68,23.1846,72,72
0.0012,0.0003,100.0,518.67,643.14,1594.0,1411.93,14.62,21.61,551.76,2388.14,9078.47,1.3,47.76,520.68,2388.1,8159.84,8.5018,0.03,395,2388,100.0,38.62,23.2148,71,71
0.0011,-0.0002,100.0,518.67,643.83,1586.47,1417.16,14.62,21.61,552.69,2388.14,9075.73,1.3,47.7,521.27,2388.15,8156.59,8.4541,0.03,395,2388,100.0,38.54,23.1939,70,70
0.0003,0.0002,100.0,518.67,643.06,1591.91,1418.66,14.62,21.61,551.96,2388.16,9077.61,1.3,47.63,520.92,2388.09,8156.48,8.4686,0.03,393,2388,100.0,38.63,23.2263,69,69
0.0005,0.0,100.0,518.67,643.27,1596.96,1414.3,14.62,21.61,552.5,2388.15,9083.54,1.3,47.75,521.11,2388.1,8154.29,8.4865,0.03,396,2388,100.0,38.68,23.2141,68,68
-0.0009,0.0004,100.0,518.67,642.5,1594.88,1412.43,14.62,21.61,552.84,2388.12,9075.84,1.3,47.66,521.34,2388.11,8158.72,8.4921,0.03,394,2388,100.0,38.75,23.2787,67,67
-0.004,0.0004,100.0,518.67,642.88,1589.1,1419.13,14.62,21.61,552.88,2388.11,9082.2,1.3,47.75,520.83,2388.1,8158.76,8.4517,0.03,394,2388,100.0,38.6,23.2505,66,66
-0.0014,-0.0001,100.0,518.67,643.24,1594.84,1417.75,14.62,21.61,553.48,2388.15,9082.77,1.3,47.63,521.02,2388.07,8153.61,8.4566,0.03,394,2388,100.0,38.9,23.0961,65,65
-0.0027,-0.0003,100.0,518.67,643.11,1585.46,1418.08,14.62,21.61,552.3,2388.14,9081.82,1.3,47.84,520.9,2388.12,8163.18,8.4598,0.03,395,2388,100.0,38.71,23.1527,64,64
-0.0027,0.0,100.0,518.67,643.13,1595.33,1418.17,14.62,21.61,552.54,2388.11,9087.44,1.3,47.86,521.26,2388.11,8157.09,8.47,0.03,394,2388,100.0,38.56,23.1274,63,63
-0.0013,-0.0005,100.0,518.67,642.55,1600.45,1407.89,14.62,21.61,552.7,2388.06,9089.63,1.3,47.79,520.54,2388.12,8162.3,8.4895,0.03,395,2388,100.0,38.6,23.2244,62,62
0.0022,-0.0001,100.0,518.67,643.66,1596.02,1423.62,14.62,21.61,552.86,2388.06,9087.93,1.3,47.72,520.66,2388.1,8163.83,8.4948,0.03,394,2388,100.0,38.62,23.0813,61,61
-0.0003,-0.0004,100.0,518.67,643.45,1597.34,1411.25,14.62,21.61,552.66,2388.12,9085.75,1.3,47.71,521.16,2388.12,8156.28,8.4775,0.03,395,2388,100.0,38.51,23.2339,60,60
0.0042,0.0003,100.0,518.67,643.12,1587.95,1410.05,14.62,21.61,552.78,2388.17,9093.99,1.3,47.7,521.02,2388.14,8162.83,8.4746,0.03,395,2388,100.0,38.63,23.1271,59,59
-0.0012,0.0,100.0,518.67,643.09,1599.81,1412.73,14.62,21.61,552.23,2388.1,9084.27,1.3,47.77,520.73,2388.14,8159.4,8.4965,0.03,396,2388,100.0,38.69,23.3131,58,58
0.0013,-0.0005,100.0,518.67,642.96,1590.78,1412.48,14.62,21.61,553.03,2388.08,9091.65,1.3,47.88,521.02,2388.14,8169.39,8.4821,0.03,396,2388,100.0,38.79,23.2018,57,57
0.0002,-0.0003,100.0,518.67,643.5,1593.99,1416.4,14.62,21.61,552.22,2388.12,9089.97,1.3,47.79,520.65,2388.12,8162.82,8.4974,0.03,396,2388,100.0,38.53,23.0962,56,56
0.0013,0.0003,100.0,518.67,642.89,1599.72,1411.24,14.62,21.61,552.63,2388.14,9093.39,1.3,47.64,521.06,2388.15,8170.03,8.4904,0.03,394,2388,100.0,38.78,23.1517,55,55
-0.0019,0.0001,100.0,518.67,643.23,1593.24,1418.73,14.62,21.61,552.59,2388.17,9093.67,1.3,47.91,521.04,2388.16,8158.8,8.4841,0.03,394,2388,100.0,38.51,23.186,54,54
0.0014,0.0004,100.0,518.67,643.06,1602.55,1418.45,14.62,21.61,552.05,2388.15,9095.73,1.3,47.81,520.84,2388.14,8165.48,8.4662,0.03,394,2388,100.0,38.61,23.1591,53,53
0.0013,-0.0002,100.0,518.67,643.3,1587.77,1419.3,14.62,21.61,552.09,2388.11,9103.2,1.3,47.8,520.6,2388.13,8160.17,8.4925,0.03,394,2388,100.0,38.64,23.1677,52,52
-0.0008,-0.0002,100.0,518.67,643.43,1592.33,1415.48,14.62,21.61,552.18,2388.18,9090.6,1.3,47.76,520.75,2388.12,8169.37,8.4428,0.03,394,2388,100.0,38.68,23.1963,51,51
-0.0036,-0.0002,100.0,518.67,643.2,1592.55,1423.28,14.62,21.61,552.29,2388.1,9094.3,1.3,47.84,520.6,2388.18,8164.88,8.515,0.03,394,2388,100.0,38.65,23.1709,50,50
-0.001,-0.0004,100.0,518.67,642.45,1598.26,1417.8,14.62,21.61,552.86,2388.11,9089.11,1.3,47.92,520.8,2388.17,8163.13,8.497,0.03,395,2388,100.0,38.55,23.2003,49,49
-0.0031,-0.0002,100.0,518.67,643.69,1598.19,1416.7,14.62,21.61,552.43,2388.18,9095.16,1.3,47.81,520.28,2388.17,8168.33,8.4834,0.03,394,2388,100.0,38.55,23.1255,48,48
0.0009,-0.0002,100.0,518.67,643.43,1594.75,1422.77,14.62,21.61,552.73,2388.11,9092.93,1.3,47.89,520.38,2388.14,8165.05,8.4906,0.03,395,2388,100.0,38.73,23.1639,47,47
0.0003,-0.0002,100.0,518.67,642.99,1600.46,1419.29,14.62,21.61,552.48,2388.16,9101.29,1.3,47.91,520.96,2388.13,8168.26,8.4558,0.03,395,2388,100.0,38.58,23.1308,46,46
0.0007,-0.0004,100.0,518.67,643.75,1594.0,1413.92,14.62,21.61,552.48,2388.13,9100.52,1.3,47.95,520.02,2388.09,8167.15,8.5102,0.03,396,2388,100.0,38.64,23.1826,45,45
-0.0029,0.0,100.0,518.67,643.35,1597.06,1421.56,14.62,21.61,553.23,2388.17,9103.44,1.3,47.78,520.56,2388.13,8169.95,8.4901,0.03,396,2388,100.0,38.67,23.1317,44,44
0.0016,0.0002,100.0,518.67,643.02,1594.17,1418.31,14.62,21.61,551.98,2388.13,9103.38,1.3,48.03,520.38,2388.16,8169.02,8.4751,0.03,395,2388,100.0,38.37,23.1067,43,43
-0.0008,-0.0001,100.0,518.67,643.27,1596.16,1426.1,14.62,21.61,551.93,2388.12,9095.95,1.3,47.92,521.03,2388.11,8170.94,8.4874,0.03,396,2388,100.0,38.5,23.164,42,42
-0.0,-0.0005,100.0,518.67,643.37,1593.5,1421.99,14.62,21.61,552.42,2388.18,9101.95,1.3,48.02,520.94,2388.14,8167.8,8.4987,0.03,397,2388,100.0,38.62,23.0695,41,41
0.0002,-0.0002,100.0,518.67,643.37,1599.26,1420.86,14.62,21.61,552.21,2388.12,9107.07,1.3,47.78,520.82,2388.1,8176.17,8.4704,0.03,394,2388,100.0,38.55,23.1338,40,40
0.0045,-0.0003,100.0,518.67,643.47,1599.43,1422.91,14.62,21.61,552.31,2388.15,9099.65,1.3,47.82,520.49,2388.15,8168.88,8.5134,0.03,395,2388,100.0,38.54,23.2231,39,39
0.0002,-0.0004,100.0,518.67,643.19,1598.33,1418.36,14.62,21.61,552.11,2388.12,9106.05,1.3,47.86,520.31,2388.16,8172.34,8.4811,0.03,395,2388,100.0,38.48,23.1875,38,38
-0.0006,0.0003,100.0,518.67,643.16,1594.24,1420.52,14.62,21.61,552.51,2388.1,9104.82,1.3,47.93,520.37,2388.09,8173.41,8.4841,0.03,396,2388,100.0,38.6,23.103,37,37
-0.0006,-0.0005,100.0,518.67,643.27,1601.63,1418.84,14.62,21.61,552.39,2388.18,9094.1,1.3,47.75,519.86,2388.12,8171.56,8.5066,0.03,396,2388,100.0,38.66,23.1292,36,36
-0.0015,0.0005,100.0,518.67,642.78,1604.33,1429.03,14.62,21.61,552.59,2388.16,9110.38,1.3,48.21,520.18,2388.1,8176.88,8.4931,0.03,395,2388,100.0,38.67,23.3075,35,35
0.003,-0.0004,100.0,518.67,643.08,1599.61,1409.59,14.62,21.61,552.56,2388.16,9112.29,1.3,47.96,520.61,2388.1,8179.06,8.5305,0.03,394,2388,100.0,38.47,23.1294,34,34
0.002,-0.0004,100.0,518.67,643.83,1600.76,1423.18,14.62,21.61,552.52,2388.16,9106.94,1.3,47.91,520.58,2388.14,8177.48,8.5219,0.03,396,2388,100.0,38.6,23.1079,33,33
0.0017,0.0004,100.0,518.67,643.24,1601.77,1421.06,14.62,21.61,552.6,2388.15,9114.44,1.3,47.87,520.99,2388.17,8178.48,8.502,0.03,397,2388,100.0,38.4,23.1221,32,32
-0.0015,-0.0003,100.0,518.67,643.57,1598.68,1416.78,14.62,21.61,552.07,2388.13,9113.12,1.3,47.9,520.41,2388.13,8181.24,8.472,0.03,394,2388,100.0,38.62,23.1009,31,31
0.0037,0.0004,100.0,518.67,643.15,1595.49,1417.48,14.62,21.61,552.52,2388.18,9114.67,1.3,47.98,520.26,2388.13,8180.1,8.4542,0.03,396,2388,100.0,38.59,23.1362,30,30
0.0014,0.0004,100.0,518.67,643.15,1597.66,1422.5,14.62,21.61,552.32,2388.16,9100.11,1.3,47.8,520.42,2388.1,8178.04,8.4798,0.03,395,2388,100.0,38.5,23.1111,29,29
-0.002,-0.0003,100.0,518.67,643.75,1598.88,1422.95,14.62,21.61,552.92,2388.16,9113.45,1.3,47.84,520.66,2388.18,8177.53,8.4929,0.03,395,2388,100.0,38.5,23.1103,28,28
-0.0013,0.0002,100.0,518.67,643.67,1596.85,1419.79,14.62,21.61,552.32,2388.17,9110.34,1.3,47.77,519.97,2388.22,8179.8,8.501,0.03,395,2388,100.0,38.45,23.1371,27,27
0.003,-0.0004,100.0,518.67,643.5,1597.12,1422.2,14.62,21.61,551.65,2388.2,9111.38,1.3,48.0,520.29,2388.18,8181.26,8.5306,0.03,395,2388,100.0,38.67,23.183,26,26
0.0005,0.0003,100.0,518.67,644.07,1603.73,1429.49,14.62,21.61,552.02,2388.12,9118.12,1.3,47.96,520.69,2388.16,8185.46,8.5182,0.03,394,2388,100.0,38.57,23.153,25,25
0.0004,-0.0004,100.0,518.67,643.37,1596.02,1425.35,14.62,21.61,552.48,2388.22,9118.99,1.3,48.07,520.01,2388.11,8187.34,8.5,0.03,394,2388,100.0,38.44,23.139,24,24
-0.0039,0.0001,100.0,518.67,643.68,1593.41,1421.38,14.62,21.61,552.31,2388.16,9124.64,1.3,48.06,520.43,2388.14,8180.84,8.5217,0.03,395,2388,100.0,38.58,23.1421,23,23
0.0043,0.0004,100.0,518.67,643.16,1599.07,1417.99,14.62,21.61,552.42,2388.12,9122.77,1.3,47.93,520.82,2388.16,8187.84,8.4833,0.03,394,2388,100.0,38.6,23.1879,22,22
0.0026,0.0003,100.0,518.67,643.25,1595.48,1425.51,14.62,21.61,552.1,2388.17,9119.58,1.3,47.89,520.12,2388.18,8192.67,8.5227,0.03,397,2388,100.0,38.47,23.0065,21,21
-0.0,0.0002,100.0,518.67,643.1,1602.0,1424.57,14.62,21.61,551.3,2388.11,9120.74,1.3,48.0,519.93,2388.15,8191.56,8.5229,0.03,394,2388,100.0,38.66,23.1178,20,20
-0.0005,0.0,100.0,518.67,643.41,1601.37,1431.79,14.62,21.61,552.21,2388.18,9126.61,1.3,48.11,520.28,2388.16,8191.62,8.4772,0.03,395,2388,100.0,38.54,23.0356,19,19
0.0002,-0.0,100.0,518.67,643.58,1599.84,1419.84,14.62,21.61,551.24,2388.15,9123.63,1.3,48.09,520.31,2388.14,8195.68,8.5419,0.03,396,2388,100.0,38.43,23.082,18,18
-0.0013,-0.0002,100.0,518.67,643.34,1594.54,1434.16,14.62,21.61,552.37,2388.19,9123.2,1.3,47.9,520.55,2388.19,8199.24,8.4759,0.03,397,2388,100.0,38.57,23.0347,17,17
-0.0015,0.0002,100.0,518.67,643.71,1592.27,1420.85,14.62,21.61,552.92,2388.13,9126.77,1.3,48.05,520.6,2388.13,8192.53,8.5103,0.03,396,2388,100.0,38.43,23.1182,16,16
0.0011,-0.0004,100.0,518.67,643.46,1606.59,1421.84,14.62,21.61,552.4,2388.15,9125.07,1.3,47.89,520.52,2388.14,8198.96,8.5082,0.03,398,2388,100.0,38.4,23.1281,15,15
-0.004,0.0004,100.0,518.67,643.88,1600.46,1426.69,14.62,21.61,551.67,2388.12,9130.71,1.3,48.1,519.86,2388.18,8198.45,8.5051,0.03,395,2388,100.0,38.45,23.0882,14,14
-0.0044,0.0,100.0,518.67,643.52,1606.63,1427.59,14.62,21.61,551.91,2388.14,9134.04,1.3,47.85,520.53,2388.18,8202.03,8.5447,0.03,396,2388,100.0,38.42,23.1534,13,13
-0.0004,-0.0001,100.0,518.67,643.65,1597.26,1428.95,14.62,21.61,552.02,2388.11,9131.22,1.3,48.18,520.13,2388.14,8205.21,8.4927,0.03,396,2388,100.0,38.28,23.0459,12,12
0.0013,0.0002,100.0,518.67,643.87,1597.56,1424.46,14.62,21.61,552.04,2388.18,9133.13,1.3,47.98,520.29,2388.15,8203.44,8.5276,0.03,397,2388,100.0,38.39,23.2291,11,11
-0.0019,0.0004,100.0,518.67,643.2,1603.43,1425.09,14.62,21.61,552.12,2388.1,9127.21,1.3,47.91,520.13,2388.16,8198.01,8.5175,0.03,397,2388,100.0,38.5,23.1423,10,10
0.0011,0.0,100.0,518.67,643.25,1606.18,1429.13,14.62,21.61,552.37,2388.17,9138.16,1.3,48.04,520.17,2388.16,8203.21,8.5346,0.03,395,2388,100.0,38.52,23.0092,9,9
-0.0015,0.0003,100.0,518.67,643.39,1598.72,1427.59,14.62,21.61,552.03,2388.16,9138.73,1.3,48.09,519.94,2388.2,8212.33,8.5053,0.03,396,2388,100.0,38.42,23.1192,8,8
0.0022,0.0003,100.0,518.67,643.71,1593.67,1417.37,14.62,21.61,551.28,2388.17,9150.3,1.3,47.91,520.12,2388.22,8204.02,8.5005,0.03,397,2388,100.0,38.39,23.0396,7,7
0.0012,-0.0003,100.0,518.67,643.41,1602.31,1426.38,14.62,21.61,551.52,2388.17,9143.35,1.3,48.04,520.2,2388.18,8203.69,8.5215,0.03,396,2388,100.0,38.49,22.9305,6,6
0.0005,-0.0003,100.0,518.67,643.01,1609.22,1434.45,14.62,21.61,551.93,2388.16,9143.71,1.3,48.04,520.16,2388.15,8207.81,8.5323,0.03,397,2388,100.0,38.5,23.0339,5,5
0.0002,0.0001,100.0,518.67,643.79,1599.14,1431.03,14.62,21.61,551.48,2388.19,9149.52,1.3,48.14,519.85,2388.15,8204.72,8.5201,0.03,398,2388,100.0,38.49,23.029,4,4
0.0013,0.0002,100.0,518.67,643.44,1602.04,1436.92,14.62,21.61,552.32,2388.16,9153.6,1.3,48.0,519.69,2388.15,8210.46,8.5384,0.03,397,2388,100.0,38.56,23.0985,3,3
0.0014,0.0005,100.0,518.67,643.49,1601.45,1425.42,14.62,21.61,551.76,2388.23,9150.59,1.3,48.1,519.74,2388.2,8215.73,8.4896,0.03,398,2388,100.0,38.37,23.1312,2,2
-0.0017,-0.0002,100.0,518.67,643.53,1598.48,1430.65,14.62,21.61,551.6,2388.15,9154.78,1.3,48.0,519.92,2388.18,8212.77,8.546,0.03,397,2388,100.0,38.72,23.106,1,1
-0.0058,0.0001,100.0,518.67,644.09,1600.47,1427.24,14.62,21.61,551.44,2388.16,9145.5,1.3,48.16,519.87,2388.19,8217.25,8.5243,0.03,396,2388,100.0,38.27,23.0597,0,0
-0.0037,-0.0004,100.0,518.67,642.64,1593.48,1402.4,14.62,21.61,553.58,2388.07,9049.3,1.3,47.41,521.82,2388.08,8136.11,8.3973,0.03,391,2388,100.0,38.96,23.3836,125,125
0.0038,-0.0,100.0,518.67,641.94,1586.18,1397.07,14.62,21.61,553.94,2388.05,9048.85,1.3,47.2,521.82,2388.05,8135.12,8.4227,0.03,393,2388,100.0,38.94,23.368,125,125
-0.0014,-0.0004,100.0,518.67,642.19,1591.6,1407.08,14.62,21.61,554.51,2388.11,9049.73,1.3,47.43,521.98,2388.06,8130.46,8.42,0.03,393,2388,100.0,38.88,23.4072,125,125
-0.0002,-0.0003,100.0,518.67,642.66,1588.64,1396.73,14.62,21.61,554.21,2388.11,9038.04,1.3,47.42,522.19,2388.04,8136.11,8.446,0.03,393,2388,100.0,38.97,23.3827,125,125
-0.0022,0.0004,100.0,518.67,642.48,1589.61,1408.72,14.62,21.61,553.52,2388.09,9046.44,1.3,47.47,521.8,2388.07,8128.88,8.4349,0.03,392,2388,100.0,38.67,23.3019,125,125
-0.0017,-0.0004,100.0,518.67,642.0,1586.4,1397.39,14.62,21.61,554.33,2388.03,9060.78,1.3,47.45,522.16,2388.06,8132.49,8.4302,0.03,394,2388,100.0,39.09,23.4559,125,125
-0.0011,-0.0005,100.0,518.67,642.27,1578.13,1407.15,14.62,21.61,554.09,2388.04,9052.65,1.3,47.26,522.68,2387.99,8133.53,8.4043,0.03,393,2388,100.0,38.87,23.3655,125,125
0.0,-0.0003,100.0,518.67,642.39,1590.65,1396.75,14.62,21.61,553.93,2388.05,9039.78,1.3,47.32,522.1,2388.11,8129.08,8.4106,0.03,393,2388,100.0,38.95,23.3547,125,125
-0.0035,-0.0005,100.0,518.67,642.87,1587.52,1399.3,14.62,21.61,554.95,2388.08,9045.12,1.3,47.35,522.11,2388.05,8132.56,8.4274,0.03,393,2388,100.0,38.88,23.3217,125,125
-0.0006,-0.0003,100.0,518.67,642.7,1583.95,1402.36,14.62,21.61,554.38,2388.08,9056.1,1.3,47.39,522.26,2388.06,8132.43,8.4475,0.03,392,2388,100.0,38.91,23.4265,125,125
0.0026,0.0001,100.0,518.67,642.46,1584.69,1402.15,14.62,21.61,554.0,2388.07,9047.78,1.3,47.34,522.33,2388.06,8135.69,8.4025,0.03,393,2388,100.0,38.99,23.3497,125,125
-0.0003,-0.0002,100.0,518.67,642.66,1585.84,1405.32,14.62,21.61,553.98,2388.03,9052.31,1.3,47.41,521.82,2388.05,8132.28,8.4294,0.03,393,2388,100.0,38.98,23.4722,125,125
0.0014,-0.0001,100.0,518.67,642.02,1584.93,1401.05,14.62,21.61,554.23,2388.08,9051.1,1.3,47.44,521.85,2388.12,8126.27,8.4206,0.03,391,2388,100.0,39.09,23.3077,124,124
0.0014,-0.0001,100.0,518.67,642.74,1585.87,1400.77,14.62,21.61,553.89,2388.12,9056.15,1.3,47.13,521.85,2388.11,8133.1,8.4345,0.03,393,2388,100.0,39.04,23.3957,123,123
-0.0006,0.0004,100.0,518.67,641.95,1590.39,1403.26,14.62,21.61,553.44,2388.14,9053.76,1.3,47.36,521.43,2388.06,8125.23,8.4061,0.03,392,2388,100.0,39.03,23.3704,122,122
-0.0003,-0.0002,100.0,518.67,642.25,1583.06,1394.64,14.62,21.61,553.98,2388.08,9043.8,1.3,47.13,522.47,2388.08,8128.44,8.3969,0.03,394,2388,100.0,38.94,23.382,121,121
0.001,-0.0005,100.0,518.67,642.35,1585.93,1404.35,14.62,21.61,553.63,2388.04,9052.89,1.3,47.31,521.76,2388.14,8128.86,8.3926,0.03,391,2388,100.0,39.02,23.4033,120,120
-0.0004,-0.0005,100.0,518.67,642.01,1587.74,1405.64,14.62,21.61,553.51,2388.04,9047.0,1.3,47.3,522.18,2388.09,8129.3,8.4117,0.03,393,2388,100.0,38.82,23.3115,119,119
-0.0011,0.0002,100.0,518.67,642.16,1587.96,1403.47,14.62,21.61,553.49,2388.11,9052.3,1.3,47.59,521.63,2388.07,8127.76,8.3961,0.03,392,2388,100.0,38.88,23.3028,118,118
0.0026,-0.0005,100.0,518.67,642.74,1587.18,1406.77,14.62,21.61,554.12,2388.03,9043.82,1.3,47.3,522.28,2388.06,8134.13,8.403,0.03,392,2388,100.0,38.92,23.4218,117,117
0.0004,0.0001,100.0,518.67,642.3,1586.16,1403.1,14.62,21.61,553.98,2388.05,9046.63,1.3,47.21,521.83,2388.06,8133.06,8.4349,0.03,392,2388,100.0,38.91,23.355,116,116
